transaction_date,item_code,item_name,quantity_sold,stock_level,unit_price,discount_applied,store_location,promotion_flag,holiday_flag,season,weather,sales,multiplier,festival_flag,festival_name,category,sales_normalized
2023-09-23,ITM3111,Shoes,17,31,41,0.0,India,0,1,Autumn,Sunny,697.0,1.215,0,None,Clothing,0.5558213716108453
2022-01-12,ITM3691,Smartphone,9,82,1212,0.0,Germany,0,0,Winter,Sunny,10908.0,1.481,0,None,Electronics,4.352753391859537
2023-12-23,ITM8153,Headphones,1,145,535,0.0,Germany,0,1,Winter,Rainy,535.0,0.912,0,None,Electronics,0.1995896288005969
2024-05-30,ITM4707,Smartphone,4,147,518,0.0,UK,0,0,Summer,Rainy,2072.0,1.287,0,None,Electronics,0.8268156424581006
2024-03-25,ITM2017,Laptop,3,98,576,0.0,USA,0,0,Spring,Hot,1728.0,1.304,0,None,Electronics,0.6633397312859884
2022-10-04,ITM9511,Milk,18,48,3,0.0,Japan,0,0,Autumn,Cloudy,54.0,1.154,0,None,Beverages,0.3333333333333333
2023-10-07,ITM3807,Shoes,25,105,21,0.0,UK,0,1,Autumn,Rainy,525.0,1.417,0,None,Clothing,0.41866028708133973
2024-12-15,ITM6015,Headphones,5,104,1177,0.0,UK,0,1,Winter,Cold,5885.0,0.939,0,None,Electronics,2.195485916806566
2024-09-30,ITM2928,Coffee,55,148,1,5.5,USA,0,0,Autumn,Rainy,49.5,1.432,0,None,Beverages,0.275
2022-06-11,ITM1350,Headphones,5,18,391,0.0,India,0,1,Summer,Hot,1955.0,1.234,0,None,Electronics,0.7293415407573214
2023-10-15,ITM6173,Headphones,3,98,747,336.15,Japan,0,1,Autumn,Sunny,1904.85,1.069,0,None,Electronics,0.7106323447118075
2023-08-11,ITM5192,Shoes,34,72,118,0.0,USA,1,0,Monsoon,Cloudy,4012.0,1.347,0,None,Clothing,3.1993620414673045
2023-07-28,ITM2934,Laptop,4,125,1001,400.4,India,0,0,Monsoon,Rainy,3603.6,1.026,0,None,Electronics,1.3833397312859885
2022-06-20,ITM7901,Milk,24,170,3,0.0,India,0,0,Summer,Hot,72.0,1.282,0,None,Beverages,0.4444444444444444
2023-05-27,ITM5823,Laptop,4,88,776,155.2,India,0,1,Summer,Cloudy,2948.8,1.24,0,None,Electronics,1.1319769673704416
2023-05-11,ITM1564,Eggs,11,77,22,12.1,Japan,0,0,Summer,Rainy,229.9,1.147,0,None,Grocery,0.5415783274440519
2024-10-24,ITM2582,Laptop,5,29,1374,0.0,USA,0,0,Autumn,Hot,6870.0,1.287,0,None,Electronics,2.637236084452975
2024-10-24,ITM5694,Smartphone,6,98,1171,0.0,Japan,0,0,Autumn,Cloudy,7026.0,1.079,0,None,Electronics,2.8036711891460495
2022-11-12,ITM3175,Smartphone,1,38,1000,0.0,USA,0,1,Winter,Hot,1000.0,1.145,0,None,Electronics,0.39904229848363926
2022-07-11,ITM8028,Coffee,57,185,5,0.0,Germany,0,0,Monsoon,Cloudy,285.0,1.342,0,None,Beverages,1.5833333333333333
2024-06-16,ITM5880,Shoes,14,98,80,0.0,USA,0,1,Summer,Sunny,1120.0,1.2,0,None,Clothing,0.8931419457735247
2022-01-07,ITM3228,Smartphone,3,42,1015,304.5,Japan,0,0,Winter,Hot,2740.5,1.033,0,None,Electronics,1.0935754189944134
2023-04-20,ITM2115,Headphones,6,42,1087,326.1,Germany,0,0,Spring,Hot,6195.9,1.406,0,None,Electronics,2.31147174034695
2022-09-06,ITM4126,Shoes,61,95,111,338.55,India,1,0,Autumn,Sunny,6432.45,0.924,0,None,Clothing,5.129545454545454
2023-12-30,ITM4544,Laptop,6,154,537,0.0,USA,1,1,Winter,Cloudy,3222.0,1.016,0,None,Electronics,1.236852207293666
2023-06-04,ITM6048,Milk,80,126,6,24.0,USA,0,1,Summer,Hot,456.0,1.022,0,None,Beverages,2.814814814814815
2022-01-05,ITM8476,Laptop,2,57,542,0.0,UK,0,0,Winter,Sunny,1084.0,1.376,0,None,Electronics,0.4161228406909789
2023-01-26,ITM1821,Laptop,11,109,791,870.1,India,1,0,Winter,Cloudy,7830.9,1.032,0,None,Electronics,3.0061036468330133
2023-10-11,ITM7532,T-shirt,21,72,88,0.0,Germany,0,0,Autumn,Sunny,1848.0,1.223,0,None,Clothing,1.4843373493975904
2023-07-09,ITM3272,Eggs,20,169,10,10.0,India,0,1,Monsoon,Hot,190.0,1.047,0,None,Grocery,0.44758539458186103
2024-02-13,ITM6545,Laptop,1,119,820,41.0,USA,0,0,Winter,Hot,779.0,0.951,0,None,Electronics,0.29904030710172746
2024-06-26,ITM1081,Milk,85,124,5,0.0,Germany,0,0,Summer,Sunny,425.0,1.386,0,None,Beverages,2.623456790123457
2024-08-07,ITM2323,Laptop,2,57,1134,113.4,Japan,0,0,Monsoon,Hot,2154.6,1.181,0,None,Electronics,0.8271017274472169
2024-02-11,ITM10405,Soda,41,142,1,6.15,Germany,0,1,Winter,Rainy,34.85,1.291,0,None,Beverages,0.2233974358974359
2022-01-03,ITM2614,Headphones,4,101,709,141.8,USA,0,0,Winter,Hot,2694.2,0.937,0,None,Electronics,1.005110986756202
2023-09-24,ITM1831,Shoes,31,170,35,0.0,India,0,1,Autumn,Cloudy,1085.0,1.019,0,None,Clothing,0.8652312599681021
2022-05-21,ITM4883,Rice,17,146,16,0.0,UK,0,1,Summer,Hot,272.0,1.37,0,None,Grocery,0.7941605839416058
2023-02-07,ITM9641,Bread,14,100,16,0.0,India,0,0,Winter,Hot,224.0,1.346,0,None,Grocery,0.5640896499622261
2024-09-15,ITM5464,Coffee,71,124,4,0.0,USA,0,1,Autumn,Cloudy,284.0,1.157,0,None,Beverages,1.5777777777777777
2024-05-16,ITM6339,Juice,85,134,3,25.5,USA,0,0,Summer,Sunny,229.5,1.176,0,None,Beverages,1.3456464379947228
2023-03-22,ITM9066,Soda,53,93,2,0.0,Germany,0,0,Spring,Cloudy,106.0,0.929,0,None,Beverages,0.6794871794871795
2022-03-10,ITM2649,Headphones,2,53,957,0.0,India,0,0,Spring,Cold,1914.0,1.275,0,None,Electronics,0.7140458869613878
2023-08-17,ITM5065,Juice,45,68,1,0.0,Japan,1,0,Monsoon,Hot,45.0,1.386,0,None,Beverages,0.2638522427440633
2022-12-15,ITM10665,Jeans,35,54,103,0.0,India,0,0,Winter,Sunny,3605.0,0.908,0,None,Clothing,2.909721941966988
2022-09-16,ITM4038,Headphones,5,38,1236,309.0,USA,0,0,Autumn,Cold,5871.0,1.073,0,None,Electronics,2.1902630106323446
2023-08-20,ITM4320,Headphones,1,37,774,0.0,Japan,0,1,Monsoon,Hot,774.0,1.291,0,None,Electronics,0.28875209848908784
2023-04-10,ITM8143,Headphones,2,140,1357,0.0,UK,0,0,Spring,Sunny,2714.0,1.056,0,None,Electronics,1.0124976683454578
2022-04-08,ITM7889,Juice,45,155,1,0.0,Japan,0,0,Spring,Cloudy,45.0,1.228,0,None,Beverages,0.2638522427440633
2024-09-08,ITM6092,Laptop,1,121,887,0.0,Germany,0,1,Autumn,Hot,887.0,0.92,0,None,Electronics,0.3404990403071017
2024-03-07,ITM4720,Bread,31,50,8,12.4,UK,0,0,Spring,Cold,235.6,1.297,0,None,Grocery,0.5933014354066986
2024-05-04,ITM3423,Laptop,6,62,900,0.0,Germany,0,1,Summer,Hot,5400.0,1.043,0,None,Electronics,2.072936660268714
2023-11-03,ITM1749,Laptop,7,77,404,0.0,USA,1,0,Winter,Hot,2828.0,1.066,0,None,Electronics,1.0856046065259117
2024-08-10,ITM6271,Laptop,4,28,1334,533.6,USA,0,1,Monsoon,Hot,4802.4,1.315,0,None,Electronics,1.8435316698656428
2023-08-08,ITM3373,Laptop,1,33,603,0.0,UK,0,0,Monsoon,Rainy,603.0,0.989,0,None,Electronics,0.23147792706333972
2023-04-20,ITM5693,Soda,85,188,5,0.0,India,1,0,Spring,Cloudy,425.0,0.973,0,None,Beverages,2.7243589743589745
2023-02-26,ITM10879,Smartphone,6,123,864,0.0,UK,0,1,Winter,Hot,5184.0,1.423,0,None,Electronics,2.068635275339186
2023-03-28,ITM9370,Smartphone,3,100,379,56.85,India,0,0,Spring,Cold,1080.15,0.948,0,None,Electronics,0.431025538707103
2023-09-09,ITM8319,T-shirt,44,149,100,220.0,Japan,0,1,Autumn,Hot,4180.0,1.13,0,None,Clothing,3.357429718875502
2023-07-28,ITM5368,Soda,61,197,3,9.15,UK,0,0,Monsoon,Cloudy,173.85,1.367,0,None,Beverages,1.114423076923077
2024-02-16,ITM7785,Smartphone,1,62,973,0.0,USA,1,0,Winter,Sunny,973.0,1.492,0,None,Electronics,0.388268156424581
2023-02-05,ITM8401,Bread,47,61,6,0.0,UK,0,1,Winter,Cloudy,282.0,0.887,0,None,Grocery,0.7101485771845882
2022-01-25,ITM2139,Bread,12,64,10,0.0,Japan,0,0,Winter,Rainy,120.0,1.171,0,None,Grocery,0.30219088390833543
2024-11-11,ITM8631,Headphones,3,86,1210,181.5,Germany,0,0,Winter,Sunny,3448.5,1.113,0,None,Electronics,1.2865137101287074
2024-03-31,ITM3231,T-shirt,33,143,60,0.0,Japan,0,1,Spring,Sunny,1980.0,1.18,0,None,Clothing,1.5903614457831325
2022-02-25,ITM3164,Juice,67,184,3,0.0,India,0,0,Winter,Hot,201.0,1.089,0,None,Beverages,1.1785400175901495
2023-10-27,ITM6217,Smartphone,5,60,525,0.0,UK,0,0,Autumn,Hot,2625.0,1.064,0,None,Electronics,1.047486033519553
2022-03-24,ITM10444,T-shirt,27,59,119,160.65,India,0,0,Spring,Rainy,3052.35,1.233,0,None,Clothing,2.4516867469879515
2024-10-11,ITM10237,T-shirt,43,154,48,0.0,USA,1,0,Autumn,Rainy,2064.0,1.491,0,None,Clothing,1.657831325301205
2024-09-01,ITM5561,Jeans,30,85,70,105.0,Germany,0,1,Autumn,Sunny,1995.0,1.415,0,None,Clothing,1.6102344727390128
2022-03-29,ITM2570,Jeans,11,93,62,0.0,India,0,0,Spring,Rainy,682.0,1.275,0,None,Clothing,0.5504661205052666
2024-08-09,ITM1172,Laptop,3,21,858,0.0,USA,1,0,Monsoon,Cold,2574.0,1.27,0,None,Electronics,0.9880998080614204
2022-03-13,ITM8163,Smartphone,4,47,306,0.0,UK,1,1,Spring,Hot,1224.0,1.032,0,None,Electronics,0.48842777334397447
2022-07-19,ITM3087,Coffee,50,143,5,25.0,UK,0,0,Monsoon,Cloudy,225.0,1.493,0,None,Beverages,1.25
2022-05-11,ITM5667,Bread,55,67,19,0.0,Germany,1,0,Summer,Cold,1045.0,1.289,0,None,Grocery,2.631578947368421
2023-03-08,ITM5565,Headphones,11,117,1346,0.0,UK,1,0,Spring,Rainy,14806.0,0.946,0,None,Electronics,5.523596343965678
2024-06-13,ITM8089,Shoes,18,91,94,0.0,Germany,0,0,Summer,Cold,1692.0,1.264,0,None,Clothing,1.3492822966507176
2022-12-20,ITM7569,Milk,38,86,1,1.9,UK,0,0,Winter,Sunny,36.1,1.062,0,None,Beverages,0.2228395061728395
2023-06-07,ITM5783,Milk,26,135,2,0.0,USA,0,0,Summer,Hot,52.0,0.951,0,None,Beverages,0.32098765432098764
2022-06-07,ITM3684,T-shirt,6,55,102,91.8,India,0,0,Summer,Hot,520.2,1.361,0,None,Clothing,0.41783132530120487
2024-09-21,ITM2832,Bread,16,106,19,15.2,USA,0,1,Autumn,Sunny,288.8,1.316,0,None,Grocery,0.7272727272727273
2022-10-05,ITM9546,Shoes,6,76,77,0.0,Japan,0,0,Autumn,Sunny,462.0,1.421,0,None,Clothing,0.3684210526315789
2024-06-24,ITM6065,Milk,58,164,1,5.8,USA,0,0,Summer,Cold,52.2,1.296,0,None,Beverages,0.32222222222222224
2024-10-22,ITM10130,Coffee,13,83,2,0.0,Japan,0,0,Autumn,Cloudy,26.0,1.077,0,None,Beverages,0.14444444444444443
2022-11-26,ITM10355,Coffee,19,30,2,1.9,India,1,1,Winter,Cloudy,36.1,1.297,0,None,Beverages,0.20055555555555557
2022-12-13,ITM5412,Eggs,22,33,6,0.0,India,0,0,Winter,Cloudy,132.0,1.229,0,None,Grocery,0.31095406360424027
2023-07-11,ITM8207,Milk,42,115,3,0.0,Japan,0,0,Monsoon,Cold,126.0,1.374,0,None,Beverages,0.7777777777777778
2022-11-24,ITM10890,Laptop,1,78,812,0.0,Japan,0,0,Winter,Sunny,812.0,1.352,0,None,Electronics,0.31170825335892516
2023-10-18,ITM1834,Bread,27,157,4,10.8,Japan,0,0,Autumn,Cloudy,97.2,0.973,0,None,Grocery,0.2447746159657517
2024-09-26,ITM7821,Smartphone,2,95,1011,0.0,UK,0,0,Autumn,Hot,2022.0,0.898,0,None,Electronics,0.8068635275339185
2022-02-17,ITM4781,Jeans,36,110,103,556.2,UK,0,0,Winter,Cold,3151.8,0.992,0,None,Clothing,2.543928326405424
2024-06-24,ITM10012,T-shirt,14,122,47,0.0,India,0,0,Summer,Cloudy,658.0,1.37,0,None,Clothing,0.5285140562248996
2022-11-18,ITM8499,Laptop,1,67,1336,133.6,Japan,0,0,Winter,Rainy,1202.4,0.949,0,None,Electronics,0.46157389635316703
2024-11-07,ITM4424,Headphones,5,112,1056,0.0,USA,1,0,Winter,Rainy,5280.0,0.863,0,None,Electronics,1.9697817571348628
2023-04-17,ITM1065,Headphones,8,25,1147,0.0,Japan,0,0,Spring,Rainy,9176.0,0.967,0,None,Electronics,3.4232419324752845
2023-02-08,ITM3963,T-shirt,46,111,40,184.0,USA,1,0,Winter,Cloudy,1656.0,1.037,0,None,Clothing,1.3301204819277108
2024-10-04,ITM6669,Shoes,17,107,67,0.0,Japan,0,0,Autumn,Cold,1139.0,1.168,0,None,Clothing,0.9082934609250398
2022-07-25,ITM9962,Smartphone,4,21,1079,0.0,Germany,0,0,Monsoon,Cloudy,4316.0,1.383,0,None,Electronics,1.722266560255387
2022-01-20,ITM1354,Coffee,113,161,6,0.0,Japan,1,0,Winter,Cloudy,678.0,1.001,0,None,Beverages,3.7666666666666666
2022-02-21,ITM9171,Milk,60,200,2,18.0,Germany,0,0,Winter,Hot,102.0,1.458,0,None,Beverages,0.6296296296296297
2024-02-11,ITM5030,Shoes,22,43,76,0.0,USA,0,1,Winter,Cold,1672.0,1.322,0,None,Clothing,1.3333333333333333
2022-05-17,ITM9534,Rice,62,186,12,0.0,USA,0,0,Summer,Cloudy,744.0,0.915,0,None,Grocery,2.1722627737226277
2023-05-08,ITM4651,Smartphone,2,139,317,31.7,USA,0,0,Summer,Sunny,602.3,0.948,0,None,Electronics,0.24034317637669592
2022-04-20,ITM7739,Eggs,39,125,19,37.05,Germany,0,0,Spring,Rainy,703.95,1.131,0,None,Grocery,1.6583038869257951
2023-04-04,ITM4297,Headphones,4,23,621,248.4,Germany,0,0,Spring,Cold,2235.6,1.152,0,None,Electronics,0.834023503077784
2023-03-20,ITM5127,Laptop,2,139,1291,0.0,India,0,0,Spring,Cloudy,2582.0,0.877,0,None,Electronics,0.9911708253358925
2023-02-10,ITM9043,Coffee,84,220,1,4.2,India,1,0,Winter,Cloudy,79.8,1.34,0,None,Beverages,0.4433333333333333
2023-10-08,ITM5767,Laptop,4,89,952,380.8,UK,0,1,Autumn,Rainy,3427.2,1.347,0,None,Electronics,1.3156238003838772
2024-03-24,ITM1472,Eggs,34,140,14,0.0,India,0,1,Spring,Sunny,476.0,1.179,0,None,Grocery,1.121319199057715
2024-03-12,ITM4761,Soda,61,191,6,0.0,USA,0,0,Spring,Cold,366.0,0.853,0,None,Beverages,2.3461538461538463
2023-02-14,ITM9617,T-shirt,37,147,88,0.0,UK,0,0,Winter,Rainy,3256.0,1.439,0,None,Clothing,2.615261044176707
2022-01-28,ITM4566,Laptop,2,73,335,0.0,India,0,0,Winter,Sunny,670.0,1.345,0,None,Electronics,0.2571976967370441
2024-08-27,ITM3760,Laptop,11,98,526,0.0,USA,1,0,Monsoon,Hot,5786.0,1.215,0,None,Electronics,2.2211132437619963
2022-12-17,ITM1868,Milk,45,166,7,0.0,Japan,1,1,Winter,Hot,315.0,1.115,0,None,Beverages,1.9444444444444444
2022-07-23,ITM10382,Coffee,45,185,7,0.0,Germany,0,1,Monsoon,Cloudy,315.0,1.496,0,None,Beverages,1.75
2024-01-30,ITM9688,T-shirt,41,64,76,0.0,India,0,0,Winter,Sunny,3116.0,1.438,0,None,Clothing,2.50281124497992
2023-02-21,ITM5052,T-shirt,23,133,64,73.6,UK,0,0,Winter,Rainy,1398.4,1.0,0,None,Clothing,1.1232128514056225
2022-10-19,ITM7130,Headphones,2,117,492,0.0,Germany,0,0,Autumn,Cold,984.0,1.261,0,None,Electronics,0.36709569110240625
2022-05-24,ITM4244,Headphones,5,68,537,0.0,Japan,0,0,Summer,Hot,2685.0,0.929,0,None,Electronics,1.0016787912702854
2022-07-17,ITM5842,Headphones,4,86,382,0.0,India,1,1,Monsoon,Cloudy,1528.0,0.991,0,None,Electronics,0.5700429024435739
2024-06-29,ITM10330,Smartphone,1,42,951,95.1,USA,0,1,Summer,Rainy,855.9,1.442,0,None,Electronics,0.34154030327214685
2024-05-24,ITM6640,Headphones,4,143,1011,0.0,USA,0,0,Summer,Cold,4044.0,1.01,0,None,Electronics,1.5086737548964746
2022-05-18,ITM6780,Jeans,23,134,107,0.0,UK,1,0,Summer,Rainy,2461.0,1.18,0,None,Clothing,1.9863594172484764
2022-08-31,ITM9540,T-shirt,21,37,97,101.85,UK,0,0,Monsoon,Rainy,1935.15,1.378,0,None,Clothing,1.5543373493975905
2024-07-17,ITM2075,Headphones,3,52,1318,0.0,UK,0,0,Monsoon,Cold,3954.0,1.017,0,None,Electronics,1.4750979294907667
2023-04-05,ITM3957,T-shirt,12,69,33,0.0,UK,0,0,Spring,Cloudy,396.0,1.448,0,None,Clothing,0.3180722891566265
2023-04-22,ITM7752,Laptop,5,139,784,196.0,India,0,1,Spring,Sunny,3724.0,1.364,0,None,Electronics,1.4295585412667946
2024-03-16,ITM9657,Soda,86,190,6,77.4,India,0,1,Spring,Sunny,438.6,1.371,0,None,Beverages,2.8115384615384618
2023-03-30,ITM8272,Rice,31,95,3,9.3,Japan,0,0,Spring,Cloudy,83.7,1.484,0,None,Grocery,0.24437956204379563
2022-11-05,ITM5759,Shoes,59,75,83,244.85,Japan,1,1,Winter,Rainy,4652.15,1.148,0,None,Clothing,3.7098484848484845
2024-03-09,ITM5862,Headphones,6,154,515,0.0,UK,0,1,Spring,Hot,3090.0,1.033,0,None,Electronics,1.1527700055959709
2022-09-18,ITM8025,Headphones,8,51,730,876.0,UK,0,1,Autumn,Sunny,4964.0,0.961,0,None,Electronics,1.8518933034881553
2024-09-15,ITM8647,Jeans,27,125,67,90.45,UK,0,1,Autumn,Sunny,1718.55,1.321,0,None,Clothing,1.3871019815166068
2023-04-10,ITM8161,Smartphone,2,34,304,30.4,Germany,0,0,Spring,Hot,577.6,1.097,0,None,Electronics,0.23048683160415004
2022-07-18,ITM1073,Jeans,17,52,102,0.0,USA,0,0,Monsoon,Hot,1734.0,1.245,0,None,Clothing,1.399572218410751
2024-01-09,ITM5901,Jeans,40,84,71,0.0,Germany,1,0,Winter,Cold,2840.0,1.065,0,None,Clothing,2.292263610315186
2022-10-21,ITM5375,Laptop,2,120,410,0.0,USA,0,0,Autumn,Hot,820.0,1.026,0,None,Electronics,0.31477927063339733
2023-02-22,ITM7698,Headphones,1,108,812,0.0,India,1,0,Winter,Cloudy,812.0,1.438,0,None,Electronics,0.3029285581048312
2024-07-18,ITM10805,Headphones,11,158,804,884.4,UK,1,0,Monsoon,Sunny,7959.6,1.332,0,None,Electronics,2.969445998880806
2023-09-29,ITM2101,Smartphone,7,110,867,0.0,USA,0,0,Autumn,Sunny,6069.0,1.243,0,None,Electronics,2.421787709497207
2024-11-01,ITM10537,Laptop,13,76,1166,1515.8,UK,0,0,Winter,Rainy,13642.2,0.949,1,Diwali,Electronics,5.236928982725528
2022-05-14,ITM8655,Smartphone,5,50,804,603.0,India,0,1,Summer,Rainy,3417.0,1.269,0,None,Electronics,1.3635275339185953
2024-11-28,ITM6235,Rice,16,133,19,0.0,India,0,0,Winter,Rainy,304.0,0.957,0,None,Grocery,0.8875912408759125
2023-02-13,ITM6165,Smartphone,2,105,333,0.0,USA,0,0,Winter,Hot,666.0,0.932,0,None,Electronics,0.2657621707901037
2023-07-21,ITM1118,Milk,21,33,6,0.0,USA,0,0,Monsoon,Sunny,126.0,1.154,0,None,Beverages,0.7777777777777778
2023-12-26,ITM3022,T-shirt,16,154,61,0.0,Japan,0,0,Winter,Cold,976.0,1.281,0,None,Clothing,0.7839357429718875
2022-09-28,ITM10885,Smartphone,4,92,411,82.2,USA,0,0,Autumn,Rainy,1561.8,1.334,0,None,Electronics,0.6232242617717478
2024-06-10,ITM3638,Smartphone,7,76,733,0.0,Japan,0,0,Summer,Hot,5131.0,1.447,0,None,Electronics,2.047486033519553
2023-10-26,ITM3034,Milk,21,170,2,0.0,USA,0,0,Autumn,Sunny,42.0,1.423,0,None,Beverages,0.25925925925925924
2023-01-05,ITM3564,Laptop,5,17,351,263.25,India,0,0,Winter,Cold,1491.75,1.271,0,None,Electronics,0.5726487523992323
2022-12-04,ITM9665,Laptop,4,80,1168,700.8,Germany,0,1,Winter,Rainy,3971.2,1.194,0,None,Electronics,1.5244529750479845
2023-10-27,ITM4543,Laptop,4,93,643,0.0,Japan,0,0,Autumn,Sunny,2572.0,1.212,0,None,Electronics,0.9873320537428023
2023-01-25,ITM2219,Shoes,20,44,26,0.0,India,0,0,Winter,Cold,520.0,1.054,0,None,Clothing,0.41467304625199364
2023-09-24,ITM10714,Jeans,41,83,48,0.0,USA,0,1,Autumn,Hot,1968.0,0.944,0,None,Clothing,1.5884418257395374
2023-08-08,ITM7711,Jeans,32,168,39,0.0,Germany,1,0,Monsoon,Hot,1248.0,1.414,0,None,Clothing,1.0073045724201946
2024-04-14,ITM3903,Headphones,1,74,321,32.1,India,0,1,Spring,Rainy,288.9,1.38,0,None,Electronics,0.10777839955232232
2023-11-25,ITM4026,T-shirt,30,100,90,270.0,USA,0,1,Winter,Cloudy,2430.0,0.873,0,None,Clothing,1.9518072289156627
2023-11-01,ITM3510,Laptop,4,88,962,384.8,Japan,0,0,Winter,Cloudy,3463.2,1.439,0,None,Electronics,1.3294433781190018
2022-05-30,ITM5201,Laptop,5,46,1020,0.0,Germany,0,0,Summer,Cold,5100.0,1.048,0,None,Electronics,1.9577735124760076
2024-09-14,ITM4207,T-shirt,15,37,40,0.0,India,0,1,Autumn,Hot,600.0,0.978,0,None,Clothing,0.4819277108433735
2024-03-17,ITM5489,Milk,90,190,2,0.0,India,0,1,Spring,Cloudy,180.0,1.171,0,None,Beverages,1.1111111111111112
2024-03-29,ITM3755,Rice,57,91,23,65.55,USA,0,0,Spring,Cold,1245.45,0.856,0,None,Grocery,3.6363503649635036
2022-08-21,ITM9889,Jeans,16,54,91,0.0,Japan,0,1,Monsoon,Cloudy,1456.0,1.409,0,None,Clothing,1.1751886678235601
2024-07-02,ITM1177,Soda,58,164,7,0.0,Japan,0,0,Monsoon,Hot,406.0,1.237,0,None,Beverages,2.6025641025641026
2023-03-31,ITM2643,Smartphone,7,100,1026,359.1,USA,1,0,Spring,Sunny,6822.9,1.5,0,None,Electronics,2.722625698324022
2024-04-14,ITM10292,Laptop,4,84,939,0.0,USA,0,1,Spring,Rainy,3756.0,0.914,0,None,Electronics,1.4418426103646833
2024-09-15,ITM4518,Coffee,70,194,3,0.0,UK,0,1,Autumn,Cold,210.0,1.242,0,None,Beverages,1.1666666666666667
2024-10-13,ITM2374,Bread,51,121,12,0.0,India,0,1,Autumn,Hot,612.0,1.397,0,None,Grocery,1.5411735079325106
2023-06-12,ITM2720,Rice,32,124,8,0.0,UK,0,0,Summer,Sunny,256.0,1.234,0,None,Grocery,0.7474452554744525
2024-10-11,ITM4995,T-shirt,7,105,47,0.0,India,1,0,Autumn,Rainy,329.0,0.945,0,None,Clothing,0.2642570281124498
2024-11-02,ITM4688,Smartphone,3,152,1152,0.0,Germany,0,1,Winter,Cloudy,3456.0,1.124,0,None,Electronics,1.3790901835594573
2022-12-11,ITM3264,Juice,135,252,6,0.0,Japan,1,1,Winter,Cold,810.0,1.224,0,None,Beverages,4.749340369393139
2024-07-20,ITM1087,Smartphone,2,38,1054,105.4,UK,0,1,Monsoon,Hot,2002.6,1.075,0,None,Electronics,0.799122106943336
2022-09-22,ITM3848,Headphones,4,61,795,0.0,India,0,0,Autumn,Cold,3180.0,1.114,0,None,Electronics,1.1863458310016788
2024-04-11,ITM9687,Soda,21,50,6,0.0,USA,0,0,Spring,Rainy,126.0,1.343,0,None,Beverages,0.8076923076923077
2023-02-25,ITM1403,Laptop,1,33,1381,138.1,India,0,1,Winter,Cold,1242.9,1.039,0,None,Electronics,0.47712092130518235
2022-01-26,ITM10900,Coffee,51,163,1,0.0,UK,0,0,Winter,Cold,51.0,1.215,0,None,Beverages,0.2833333333333333
2022-03-14,ITM5077,Juice,26,165,5,0.0,USA,0,0,Spring,Sunny,130.0,1.078,0,None,Beverages,0.7622398123717384
2022-10-17,ITM7835,T-shirt,37,100,78,144.3,India,0,0,Autumn,Cloudy,2741.7,0.95,0,None,Clothing,2.202168674698795
2024-12-19,ITM7537,Smartphone,2,126,715,214.5,India,0,0,Winter,Rainy,1215.5,0.924,0,None,Electronics,0.4850359138068635
2023-04-10,ITM3456,Smartphone,6,78,576,0.0,UK,0,0,Spring,Rainy,3456.0,1.034,0,None,Electronics,1.3790901835594573
2024-03-13,ITM3751,T-shirt,8,65,77,0.0,USA,0,0,Spring,Cloudy,616.0,1.207,0,None,Clothing,0.4947791164658635
2023-01-01,ITM3214,Eggs,29,164,9,0.0,USA,1,1,Winter,Hot,261.0,1.349,1,New Year,Grocery,0.6148409893992933
2022-07-11,ITM2027,Headphones,6,126,414,0.0,India,0,0,Monsoon,Cloudy,2484.0,1.095,0,None,Electronics,0.9266927811975377
2023-08-30,ITM10703,T-shirt,10,115,79,0.0,India,0,0,Monsoon,Cold,790.0,0.902,0,None,Clothing,0.6345381526104418
2023-02-28,ITM2421,Coffee,30,90,6,0.0,UK,0,0,Winter,Cloudy,180.0,1.193,0,None,Beverages,1.0
2024-11-18,ITM3436,Laptop,6,34,410,123.0,Japan,0,0,Winter,Rainy,2337.0,1.233,0,None,Electronics,0.8971209213051824
2024-06-24,ITM5277,Smartphone,7,81,1315,0.0,USA,1,0,Summer,Hot,9205.0,0.951,0,None,Electronics,3.6731843575418996
2023-02-15,ITM10609,Headphones,9,84,429,0.0,USA,1,0,Winter,Rainy,3861.0,1.072,0,None,Electronics,1.4404029099048685
2022-03-01,ITM2278,T-shirt,8,142,47,0.0,UK,0,0,Spring,Rainy,376.0,1.407,0,None,Clothing,0.30200803212851407
2024-02-10,ITM7220,Jeans,10,124,52,0.0,USA,0,1,Winter,Rainy,520.0,1.288,0,None,Clothing,0.4197102385084144
2022-07-22,ITM5907,Juice,102,152,2,0.0,Germany,1,0,Monsoon,Hot,204.0,0.855,0,None,Beverages,1.1961301671064204
2024-01-30,ITM6064,Rice,40,176,3,0.0,Japan,0,0,Winter,Rainy,120.0,1.122,0,None,Grocery,0.35036496350364965
2024-07-14,ITM2978,Laptop,1,42,332,0.0,USA,0,1,Monsoon,Cold,332.0,1.403,0,None,Electronics,0.12744721689059502
2024-01-19,ITM2061,Headphones,7,23,674,0.0,USA,0,0,Winter,Rainy,4718.0,1.057,0,None,Electronics,1.7601193807125537
2022-07-22,ITM6014,Milk,25,140,1,3.75,Japan,0,0,Monsoon,Cloudy,21.25,1.276,0,None,Beverages,0.13117283950617284
2024-07-27,ITM5535,Laptop,6,89,1274,0.0,India,0,1,Monsoon,Sunny,7644.0,1.416,0,None,Electronics,2.9343570057581574
